Company,Sector,Stage,Amount($),Location,funding_year,Investor
SuperGaming,Gaming,Unknown,5500000.0,Pune,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,FinTech,Unknown,1000000.0,New Delhi,2021,Eclear Leasing
TartanSense,IT,Series A,5000000.0,Bengaluru,2021,"FMC, Omnivore, Blume Ventures"
Kirana247,"Logistics , Supply Chain",Pre-series A,1000000.0,New Delhi,2021,Unknown
NeoDocs,HealthTech,Pre-seed,0.0,Mumbai,2021,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,Pre-series A,200000.0,Cochin,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,Series A,12000000.0,Gurgaon,2021,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,Seed,1500000.0,Bengaluru,2021,"Avaana Capital, Orios Ventures"
Sporjo,SportsTech,Pre-series A,2000000.0,Mumbai,2021,Punit Balan
SuperGaming,Gaming,Series A,5500000.0,Pune,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
O’ Be Cocktails,"Wine , Spirits",Unknown,400000.0,Bengaluru,2021,"First Cheque, Letsventure"
Zetwerk,"Mechanical , Industrial Engineering",Series E,150000000.0,Bengaluru,2021,Unknown
AppsForBharat,Spiritual,Seed,4000000.0,Bengaluru,2021,"Sequoia Capital India, BEENEXT"
Imagimake,Consumer Goods,Unknown,0.0,Mumbai,2021,Velocity
Khatabook,Financial Services,Series C,100000000.0,Bengaluru,2021,"Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,Consumer Goods,Series A,6000000.0,Gurgaon,2021,Fireside Ventures
Syook,Industrial Automation,Series A,1000000.0,Bengaluru,2021,"Inflection Point Ventures, ONGC"
Akudo,FinTech,Pre-seed,0.0,Bengaluru,2021,"Y Combinator, Incubate Fund India"
NOTO,Consumer Goods,Pre-series A,500000.0,Mumbai,2021,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,IT,Seed,2000000.0,Noida,2021,Info Edge Ventures
CommerceUp,IT,Seed,0.0,Gurgaon,2021,NB Ventures
Breathe Well-being,Health,Series A,5500000.0,Gurgaon,2021,Accel
Hike,IT,Unknown,0.0,New Delhi,2021,"Binny Bansal, Kunal Shah"
House of Kieraya,Lifestyle,Unknown,15000000.0,Bengaluru,2021,TradeCred
goEgoNetwork,Automotive,Unknown,2000000.0,Pune,2021,Unknown
Probus,IoT,Bridge,500000.0,New Delhi,2021,Unicorn India Ventures
DrinkPrime,Consumer Goods,Unknown,1000000.0,Bengaluru,2021,"UC Inclusive Credit, Western Capital"
Smart Express,Logistics,Seed,10000000.0,Mumbai,2021,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,FinTech,Series C,40000000.0,Bengaluru,2021,Faering Capital
SATYA MicroCapital,Banking,Unknown,10000000.0,New Delhi,2021,"responsAbility Investments, Blue Orchard"
Snack Amor,"Food , Beverages",Unknown,0.0,Mumbai,2021,"Sanchit Agarwal, Sujan Sinha, Michael Cooke"
Postman,Computer software,Series D,225000000.0,Bengaluru,2021,"CRV, Nexus Venture Partners"
Hashnode,Computer software,Series A,6700000.0,Bengaluru,2021,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
RACEnergy,Automotive,Seed+,1300000.0,Hyderabad,2021,"Micelio Fund, growX ventures"
BharatPe,FinTech,Debt Financing,20000000.0,New Delhi,2021,"IIFL Wealth, Asset Management, Northern Arc Capital"
Gyde,Computer software,Seed,250000.0,Pune,2021,"Better Capital, Ashish Achrekar"
BatteryPool,Automotive,Seed,0.0,Pune,2021,IAN
AgNext,AgriTech,Series A,21000000.0,Chandigarh,2021,Alpha Wave Incubation
Xpresslane,Tech ,Pre-seed,400000.0,Bengaluru,2021,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
LoanKuber,Digital mortgage,Pre-series A,1200000.0,New Delhi,2021,Unknown
OYO,Hospitality,Series F2,5000000.0,Gurgaon,2021,Microsoft
Rapido,IT,Unknown,52000000.0,Bengaluru,2021,"Shell Ventures, Yamaha, Kunal Shah"
YPay,FinTech,Unknown,400000.0,Noida,2021,We Founder Circle
SleepyCat,Furniture,Unknown,3800000.0,Mumbai,2021,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,Healthcare,Unknown,17500000.0,Bengaluru,2021,Tiger Global’s Scott Schleifer
UpScalio,E-commerce,Unknown,42000000.0,Gurgaon,2021,Unknown
Yellow Class,EdTech,Unknown,6000000.0,Gurgaon,2021,Elevation Capital
Yojak,B2B marketplace,Unknown,3800000.0,Gurgaon,2021,Info Edge Ventures
CreatorStack,Computer software,Unknown,2000000.0,Bengaluru,2021,Accel
Expertrons,EdTech,Unknown,2300000.0,Mumbai,2021,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,"Food , Beverages",Unknown,5000000.0,New Delhi,2021,Sixth Sense Ventures
Klub,Financial Services,Unknown,20000000.0,Bengaluru,2021,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,Healtcare,Unknown,1000000.0,New Delhi,2021,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,Retail,Unknown,7000000.0,Gurgaon,2021,"Info Edge, FalconEdge"
Zupee,Gaming,Unknown,30000000.0,Gurgaon,2021,"WestCap Group, Tomales Bay Capital"
Locale AI,Location Analytics,Unknown,1000000.0,Bengaluru,2021,"Chiratae Ventures, Better Capital"
VerSe Innovation,Media,Unknown,450000000.0,Bengaluru,2021,"Siguler Guff, Baillie Gifford"
MetroRide,Transportation,Unknown,0.0,Bengaluru,2021,Unknown
Miko,Consumer Electronics,Unknown,28000000.0,Mumbai,2021,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,EdTech,Unknown,300000.0,New Delhi,2021,ITI Growth Opportunities
Hash,Tobacco,Unknown,3500000.0,New Delhi,2021,Amrac Investment Trust
Unacademy,EdTech,Unknown,0.0,Bengaluru,2021,Bhavin Turakhia
Log 9 Materials,DeepTech,Series A+,8500000.0,Bengaluru,2021,Amara Raja Batteries
upGrad,EdTech,Unknown,25000000.0,Mumbai,2021,India Infoline Finance
FlashPrep,EdTech,Pre-seed,500000.0,Bengaluru,2021,Venture Highway
Kenko Health,InsureTech,Pre-series A,1700000.0,Mumbai,2021,"BEENEXT, Orios"
Wiz Freight,"Logistics , Supply Chain",Seed,3500000.0,Chennai,2021,Axilor
Credgenics,Financial Services,Series A,25000000.0,New Delhi,2021,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,EdTech,Pre-seed,400000.0,Goa,2021,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox AI,MLOps platform,Seed,1000000.0,Chennai,2021,Venture Catalysts
Pickrr,"Logistics , Supply Chain",Series B,12000000.0,Gurgaon,2021,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Venture Capital,Unknown,225000000.0,Bengaluru,2021,Unknown
Grip Invest,Financial Services,Series A,3000000.0,Gurgaon,2021,"Venture Highway, Endiya Partners"
Heads Up For Tails,Pet care,Series A,37000000.0,New Delhi,2021,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,"Food , Beverages",Pre-series B,2000000.0,New Delhi,2021,Anicut Angel Fund
Neeman,Consumer Goods,Series A,2000000.0,Hyderabad,2021,Sixth Sense Ventures
BharatPe,FinTech,Series E,370000000.0,New Delhi,2021,Tiger Global
GoSats,FinTech,Seed,700000.0,Bengaluru,2021,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,Pre-series A,5000000.0,Bengaluru,2021,"Roots Ventures, Velo Partners"
Onsurity,Healthcare,Series A,16000000.0,Bengaluru,2021,Nexus Venture Partners
Khabri,Media,Pre-series A,2000000.0,Gurgaon,2021,Unknown
Celcius,Logistics,Unknown,500000.0,Mumbai,2021,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Healthcare,Seed,0.0,Bengaluru,2021,SucSEED Indovation Fund
Enguru,EdTech,Pre-series A,0.0,Bengaluru,2021,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,Pre-seed,200000.0,Gurgaon,2021,"Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,Series C,10000000.0,Gurgaon,2021,Evolvence Capital
Faarms,AgriTech,Seed,2000000.0,Bengaluru,2021,Unknown
UrbanMatrix Technologies,Drone,Unknown,100000.0,Chennai,2021,SARA ELGI
Jupiter,Banking,Series B,44000000.0,Mumbai,2021,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,DeepTech,Seed,1000000.0,Bengaluru,2021,SucSEED Indovation Fund
Playo,SportsTech,Pre-series A,500000.0,Bengaluru,2021,ah! Ventures High Tables
Toothsi,Health,Series B,20000000.0,Mumbai,2021,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,Series C,10000000.0,New Delhi,2021,A91 Partners
Goodmeetings,Computer software,Series A,1700000.0,Bengaluru,2021,Chiratae Ventures
Apnaklub,Wholesale,Seed,3500000.0,Bengaluru,2021,Sequoia’s Surge
ChefKart,Consumer Goods,Pre-seed,300000.0,Gurgaon,2021,"Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,"Apparel , Fashion",Series A,20000000.0,Gurgaon,2021,"Accel Partners, Elevation Capital"
Fabheads,Industrial Automation,Pre-series A,0.0,Chennai,2021,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,"Logistics , Supply Chain",Seed,770000.0,Pune,2021,"Anicut Angel Fund, Axilor Ventures"
StackBOX,"Logistics , Supply Chain",Unknown,1200000.0,Bengaluru,2021,"Ecosystem Ventures, CMM group"
MedPrime Technologies,Healthcare,Seed,0.0,Thane,2021,"Mumbai Angels Network, Social Alpha"
Infra Market,Construction,Series D,125000000.0,Thane,2021,Tiger Global
CollegeDekho,E-learning,Series B,35000000.0,Gurgaon,2021,"Disrupt ADQ, QIC"
BOX8,"Food , Beverages",Unknown,40000000.0,Mumbai,2021,Tiger Global
Simpl,Consumer Services,Series B,40000000.0,Bengaluru,2021,"Valar Ventures, IA Ventures"
8i Ventures,"Venture Capital , Private Equity",Unknown,50000000.0,Mumbai,2021,Unknown
PayGlocal,Financial Services,Series A,4900000.0,Bengaluru,2021,Sequoia Capital India
Curefit,"Health, Wellness , Fitness",Unknown,145000000.0,Bengaluru,2021,Zomato
Pocket FM,OTT,Series B,22000000.0,Bengaluru,2021,"Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,Unknown,10000000.0,Vadodara,2021,Venture Catalysts
PlanetSpark,Education Management,Series B,13000000.0,Gurgaon,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,Series A,10000000.0,Mumbai,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,Series A,10000000.0,Mumbai,2021,Signal Peak Ventures
AgroStar,AgriTech,Series D,70000000.0,Pune,2021,"Evolvence, Hero Enterprise"
Bizongo,IT,Series D,100000000.0,Mumbai,2021,Tiger Global
Probus Insurance,Insurance,Unknown,6700000.0,Mumbai,2021,BlueOrchard Impact Investment Managers
MoEngage,Software ,Series D,30000000.0,Bengaluru,2021,Steadview Capital
CloudSEK,"Computer , Network Security",Series A,7000000.0,Bengaluru,2021,MassMutual Ventures
Exponent Energy,Automotive,Pre-series A,5000000.0,Bengaluru,2021,YourNest VC
Trinkerr,Capital Markets,Series A,6600000.0,Bengaluru,2021,Accel India
Zorro,Social network,Seed,32000000.0,Gurgaon,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Automotive,Series C,150000000.0,Bengaluru,2021,"TVS Motor, Zoho"
NephroPlus,"Hospital , Health Care",Series E,24000000.0,Hyderabad,2021,IIFL Asset Management
Unremot,IT,Seed,700000.0,Bengaluru,2021,Inflection Point Ventures
FanAnywhere,Financial Services,Seed,0.0,Bengaluru,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,E-learning,Unknown,200000.0,Pune,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Music,Seed,1500000.0,Mumbai,2021,"9Unicorns, Ashneer Grover"
Enmovil,IT,Pre-series A,1300000.0,Hyderabad,2021,Anicut Angel Fund
ASQI Advisors,Financial Services,Pre-series A,1000000.0,Mumbai,2021,Founders Room Capital
Insurance Samadhan,Insurance,Pre-series A,725000.0,New Delhi,2021,"9Unicorns, ZNL"
Evenflow Brands,Consumer Goods,Unknown,500000.0,Mumbai,2021,Unknown
MasterChow,"Food , Beverages",Seed,461000.0,Hauz Khas,2021,WEH Ventures
Fullife Healthcare,Pharmaceuticals,Series C,22000000.0,Uknown,2021,Morgan Stanley Private Equity Asia
MoEVing,Electronic Vehicle,Seed,5000000.0,Gurgaon,2021,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi"
Pristyn Care,"Hospital , Health Care",Series E,96000000.0,Gurgaon,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,"Health, Wellness , Fitness",Series A,5000000.0,Mumbai,2021,"Guild Capital, RPSG Capital Ventures"
Uni Cards,Financial Services,Series A,70000000.0,Bengaluru,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,E-learning,Unknown,5000000.0,Hyderabad,2021,"NB Ventures, Earlsfield Capital"
Nestasia,Retail,Series A,4000000.0,Kolkata,2021,"Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,Cosmetics,Series A,32000000.0,Noida,2021,Sixth Sense Ventures
Juspay,FinTech,Series C,60000000.0,Bengaluru,2021,SoftBank Vision Fund 2
TranZact,IT,Series A,7000000.0,Mumbai,2021,"Tribe Capital, Prime Venture Partners"
Atomberg,Consumer Electronics,Unknown,20000000.0,Mumbai,2021,Jungle Ventures
Ola,Mobility,Unknown,500000000.0,Bengaluru,2021,Marquee international institutional investors
Mohalla Tech,Social media,Series G,266000000.0,Bengaluru,2021,Alkeon Capital
Stack,Financial Services,Seed,4500000.0,Bengaluru,2021,"Y Combinator, Harvard Management"
PropReturns,Real Estate,Unknown,1200000.0,Mumbai,2021,"Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,E-learning,Pre-seed,4000000.0,Gurgaon,2021,"Shrishti Sahu, Umang Vohra"
Fitpage,"Health, Wellness , Fitness",Unknown,300000.0,Mumbai,2021,"Astra Ventures, Gaurav Jaitly"
ShopMyLooks,Digital platform,Unknown,200000.0,Noida,2021,"Capital A, Collective Artists Network"
ByteLearn,E-learning,Seed,9500000.0,Noida,2021,"Aditya Singhal, Nishant Sinha"
Dista,Computer Software,Seed,1200000.0,Pune,2021,Pentathlon Ventures
OfBusiness,Financial Services,Unknown,325000000.0,Gurgaon,2021,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,B2B E-commerce,Series D,100000000.0,Mumbai,2021,Tiger Global
FRND,Online Media,Series A,6500000.0,Bengaluru,2021,KRAFTON
